Name,Study Type,Fault No,Initial pos seq iq (pu),Initial neg seq iq (pu),Initial V (pu),Last iq (pu),Last V (pu),Last Saturation Point Current (pu),Saturated,Grouped By,Delta iq pos seq (pu),Delta iq neg seq (pu),ABS(Delta neq2pos seq iq),Delta V (pu),Excluded By Voltage Range,Last pos seq iq (pu),Included By Voltage Range
DMAT-CRG_UnbalancedFaults_037p2_FL1975.86_X2R6.250782_P-1_Q0_V1.015,Faults,1,-0.0022584338417594046,,1.0153252377924464,,0.35006625486992876,2.6345029445505155,True,,0.8169537326358877,,,-0.6652589829225177,,0.8146952987941283,True
DMAT-CRG_UnbalancedFaults_037p3_FL2261.54_X2R6.262478_P-1_Q0_V1.015,Faults,1,0.002835278721411716,,1.0148070343353208,,0.36089561813151116,2.701707810102976,True,,0.8146915643219046,,,-0.6539114162038097,,0.8175268430433164,True
DMAT-CRG_UnbalancedFaults_038_FL2261.54_X2R14_P-1_Q-0.3_V1.015,Faults,1,-0.10711394807445064,,1.015145407009005,,0.3601523709994779,2.7575278844979576,True,,0.9261661351295936,,,-0.6549930360095271,,0.8190521870551429,True
DMAT-CRG_UnbalancedFaults_039_FL2261.54_X2R14_P-1_Q0.3_V1.015,Faults,1,0.1067080209514407,,1.0152977382449628,,0.3581371415135362,2.6261383839623984,True,,0.7291946734103255,,,-0.6571605967314267,,0.8359026943617662,True
DMAT-CRG_UnbalancedFaults_040_FL804_X2R14_P-1_Q0_V1.015,Faults,1,0.005723351999946325,,1.014626890313155,,0.2619019428464517,2.1351537612203484,True,,0.7623173230755533,,,-0.7527249474667033,,0.7680406750754997,True
DMAT-CRG_UnbalancedFaults_041_FL804_X2R3_P-1_Q-0.3_V1.015,Faults,1,-0.10743459423442564,,1.014772293488883,,0.27375418017084086,2.1826626561429654,True,,0.8118761638844143,,,-0.7410181133180421,,0.7044415696499886,True
DMAT-CRG_UnbalancedFaults_042_FL804_X2R3_P-1_Q0.3_V1.015,Faults,1,0.1073769343040798,,1.0148854545297956,,0.26594234400724864,2.097829411560857,True,,0.6208270335597833,,,-0.748943110522547,,0.7282039678638631,True
DMAT-CRG_UnbalancedFaults_043p1_FL2680_X2R14_P-0.05_Q0_V1.015,Faults,1,-0.00047741970174223174,,1.015066464982542,,0.3750107956266861,2.792220571541409,True,,0.9708290801327966,,,-0.6400556693558559,,0.9703516604310544,True
DMAT-CRG_UnbalancedFaults_043p2_FL1975.86_X2R6.250782_P-0.05_Q0_V1.015,Faults,1,-0.0018201245939276707,,1.0155794269296794,,0.35235686221934437,2.649337673143888,True,,0.9869506419073655,,,-0.663222564710335,,0.9851305173134378,True
DMAT-CRG_UnbalancedFaults_043p3_FL2261.54_X2R6.262478_P-0.05_Q0_V1.015,Faults,1,0.00038563752228832623,,1.0146406388994713,,0.36257123204933356,2.712321144067338,True,,0.9767440045301898,,,-0.6520694068501378,,0.9771296420524782,True
DMAT-CRG_UnbalancedFaults_044_FL2261.54_X2R14_P-0.05_Q-0.3_V1.015,Faults,1,-0.10519509963885518,,1.0149343520679026,,0.3632819801848649,2.778233471327687,True,,1.0755656460177838,,,-0.6516523718830377,,0.9703705463789286,True
DMAT-CRG_UnbalancedFaults_045_FL2261.54_X2R14_P-0.05_Q0.3_V1.015,Faults,1,0.10573472300969297,,1.0151866110819858,,0.3606556956101722,2.6400225783481375,True,,0.8625468080982618,,,-0.6545309154718136,,0.9682815311079548,True
DMAT-CRG_UnbalancedFaults_046_FL804_X2R14_P-0.05_Q0_V1.015,Faults,1,-0.0025777680888690166,,1.0147991293778988,,0.2751982537134015,2.2691769204094734,True,,1.040150540203081,,,-0.7396008756644974,,1.037572772114212,True
DMAT-CRG_UnbalancedFaults_047_FL804_X2R3_P-0.05_Q-0.3_V1.015,Faults,1,-0.10763602881736714,,1.0147279167172896,,0.2787925078605657,2.2571462671121596,True,,1.1435439279579593,,,-0.7359354088567238,,1.0359078991405921,True
DMAT-CRG_UnbalancedFaults_048_FL804_X2R3_P-0.05_Q0.3_V1.015,Faults,1,0.10500259395845436,,1.0151017448326305,,0.274348667184966,2.1426493233473827,True,,0.9415662753450155,,,-0.7407530776476645,,1.0465688693034698,True
DMAT-CRG_UnbalancedFaults_049p1_FL2680_X2R14_P-1_Q0_V1.015,Faults,1,0.005610513881628701,,1.0146131423290692,,0.371895742511339,2.7701486217127353,True,,0.8187073161424508,,,-0.6427173998177302,,0.8243178300240795,True
DMAT-CRG_UnbalancedFaults_049p2_FL1975.86_X2R6.250782_P-1_Q0_V1.015,Faults,1,-0.0022584338417594046,,1.0153252377924464,,0.35006625486992876,2.6345029445505155,True,,0.8169537326358877,,,-0.6652589829225177,,0.8146952987941283,True
DMAT-CRG_UnbalancedFaults_049p3_FL2261.54_X2R6.262478_P-1_Q0_V1.015,Faults,1,0.002570840135888486,,1.0147743620065024,,0.7400767488297799,1.862518406255524,True,,0.9268768799668505,,,-0.2746976131767225,,0.929447720102739,True
DMAT-CRG_UnbalancedFaults_050_FL2261.54_X2R14_P-1_Q-0.3_V1.015,Faults,1,-0.10354737439853381,,1.015502072757072,,0.7076384795296184,1.4801360971932243,True,,0.5398471161673385,,,-0.3078635932274536,,0.43629974176880465,True
DMAT-CRG_UnbalancedFaults_051_FL2261.54_X2R14_P-1_Q0.3_V1.015,Faults,1,0.10688483799146338,,1.0153365910205074,,0.7427645848619633,1.8919874857721348,True,,0.8960429721263451,,,-0.27257200615854416,,1.0029278101178085,True
DMAT-CRG_UnbalancedFaults_052_FL804_X2R14_P-1_Q0_V1.015,Faults,1,0.004705735981434674,,1.0143877093715366,,0.7717314750761661,1.5944325358239109,True,,0.783253521989561,,,-0.24265623429537042,,0.7879592579709956,True
DMAT-CRG_UnbalancedFaults_053_FL804_X2R3_P-1_Q-0.3_V1.015,Faults,1,-0.10752087323943178,,1.0147198263246717,,0.7454179865765728,1.6038932396491157,True,,0.8634699093083278,,,-0.26930183974809896,,0.755949036068896,True
DMAT-CRG_UnbalancedFaults_054_FL804_X2R3_P-1_Q0.3_V1.015,Faults,1,0.10755834704887282,,1.014935143697417,,0.7362609260762419,1.7316378889765205,True,,0.8715120719999332,,,-0.27867421762117506,,0.979070419048806,True
DMAT-CRG_UnbalancedFaults_055p1_FL2680_X2R14_P-0.05_Q0_V1.015,Faults,1,-0.0015826871594770927,,1.014978335174602,,0.7319561953928296,1.5847550666686232,True,,1.0317410943570906,,,-0.2830221397817724,,1.0301584071976135,True
DMAT-CRG_UnbalancedFaults_055p2_FL1975.86_X2R6.250782_P-0.05_Q0_V1.015,Faults,1,-0.001607904458263774,,1.0156065369413156,,0.7439570960511084,1.4549093815820646,True,,0.9810934727133603,,,-0.27164944089020726,,0.9794855682550966,True
DMAT-CRG_UnbalancedFaults_055p3_FL2261.54_X2R6.262478_P-0.05_Q0_V1.015,Faults,1,0.0005074596317358047,,1.0146423459084555,,0.7375979915274639,1.5165436323824528,True,,1.0087745008693283,,,-0.2770443543809916,,1.0092819605010641,True
DMAT-CRG_UnbalancedFaults_056_FL2261.54_X2R14_P-0.05_Q-0.3_V1.015,Faults,1,-0.10596295030096253,,1.014906715593289,,0.7392808571918053,1.4729707757646706,True,,1.0224343970426688,,,-0.2756258584014837,,0.9164714467417062,True
DMAT-CRG_UnbalancedFaults_057_FL2261.54_X2R14_P-0.05_Q0.3_V1.015,Faults,1,0.10605427409629478,,1.0152286623124422,,0.7380391601905747,1.5624151525324042,True,,0.9854945659018718,,,-0.27718950212186755,,1.0915488399981665,True
DMAT-CRG_UnbalancedFaults_058_FL804_X2R14_P-0.05_Q0_V1.015,Faults,1,-0.002581338038334751,,1.014976640893915,,0.799409091879804,1.0177845487817618,True,,0.7438711434047722,,,-0.2155675490141109,,0.7412898053664375,True
DMAT-CRG_UnbalancedFaults_059_FL804_X2R3_P-0.05_Q-0.3_V1.015,Faults,1,-0.10764615669687741,,1.0148230010261645,,0.7973371032033199,0.976629440706342,False,,0.7857356770860708,,,-0.21748589782284466,,0.6780895203891935,True
DMAT-CRG_UnbalancedFaults_060_FL804_X2R3_P-0.05_Q0.3_V1.015,Faults,1,0.105457529181262,,1.015065810688007,,0.7928794663450601,1.1117729583032334,True,,0.7676958854370757,,,-0.22218634434294693,,0.8731534146183376,True
DMAT-CRG_UnbalancedFaults_061p1_FL2680_X2R14_P-1_Q0_V1.015,Faults,1,0.005610513881628701,,1.0146131423290692,,0.7493562555047442,2.4444821315842686,True,,0.7001249281491285,,,-0.265256886824325,,0.7057354420307572,True
DMAT-CRG_UnbalancedFaults_061p2_FL1975.86_X2R6.250782_P-1_Q0_V1.015,Faults,1,-0.0022584338417594046,,1.0153252377924464,,0.7579508568479671,2.280155380478021,True,,0.6912036408776027,,,-0.2573743809444793,,0.6889452070358433,True
DMAT-CRG_UnbalancedFaults_061p3_FL2261.54_X2R6.262478_P-1_Q0_V1.015,Faults,1,0.002835278721411716,,1.0148070343353208,,0.7547215368303928,2.3558014417730053,True,,0.6918922729603751,,,-0.26008549750492804,,0.6947275516817869,True
DMAT-CRG_UnbalancedFaults_062_FL2261.54_X2R14_P-1_Q-0.3_V1.015,Faults,1,-0.10711394807445064,,1.015145407009005,,0.7573178843659314,2.3974517544710485,True,,0.7872976272027047,,,-0.2578275226430735,,0.6801836791282541,True
DMAT-CRG_UnbalancedFaults_063_FL2261.54_X2R14_P-1_Q0.3_V1.015,Faults,1,0.1067080209514407,,1.0152977382449628,,0.7462779851391006,2.3000765289000435,True,,0.6143989958808935,,,-0.26901975310586224,,0.7211070168323342,True
DMAT-CRG_UnbalancedFaults_064_FL804_X2R14_P-1_Q0_V1.015,Faults,1,0.005723351999946325,,1.014626890313155,,0.7881190335950887,1.9917735302407071,True,,0.6829906644452624,,,-0.22650785671806628,,0.6887140164452087,True
DMAT-CRG_UnbalancedFaults_065_FL804_X2R3_P-1_Q-0.3_V1.015,Faults,1,-0.10743459423442564,,1.014772293488883,,0.8177433244512673,1.8507569393364942,True,,0.7255197675929261,,,-0.1970289690376157,,0.6180851733585004,True
DMAT-CRG_UnbalancedFaults_066_FL804_X2R3_P-1_Q0.3_V1.015,Faults,1,0.1073769343040798,,1.0148854545297956,,0.7986402972180039,1.7986382583585696,True,,0.5686267829869678,,,-0.21624515731179172,,0.6760037172910476,True
DMAT-CRG_UnbalancedFaults_067p1_FL2680_X2R14_P-0.05_Q0_V1.015,Faults,1,-0.00047741970174223174,,1.015066464982542,,0.7450591071672665,2.414915529001607,True,,0.7058065945062728,,,-0.2700073578152755,,0.7053291748045306,True
DMAT-CRG_UnbalancedFaults_067p2_FL1975.86_X2R6.250782_P-0.05_Q0_V1.015,Faults,1,-0.0018201245939276707,,1.0155794269296794,,0.7487775435401258,2.2411356849199935,True,,0.7128663237294521,,,-0.2668018833895536,,0.7110461991355245,True
DMAT-CRG_UnbalancedFaults_067p3_FL2261.54_X2R6.262478_P-0.05_Q0_V1.015,Faults,1,0.00038563752228832623,,1.0146406388994713,,0.7457442222251055,2.317423354776274,True,,0.7094082595533902,,,-0.2688964166743658,,0.7097938970756785,True
DMAT-CRG_UnbalancedFaults_068_FL2261.54_X2R14_P-0.05_Q-0.3_V1.015,Faults,1,-0.10519509963885518,,1.0149343520679026,,0.7519482384487068,2.3611169473247116,True,,0.7846824239305216,,,-0.26298611361919577,,0.6794873242916664,True
DMAT-CRG_UnbalancedFaults_069_FL2261.54_X2R14_P-0.05_Q0.3_V1.015,Faults,1,0.10573472300969297,,1.0151866110819858,,0.7410461134122902,2.272462495883962,True,,0.6242044450005089,,,-0.2741404976696956,,0.7299391680102019,True
DMAT-CRG_UnbalancedFaults_070_FL804_X2R14_P-0.05_Q0_V1.015,Faults,1,-0.0025777680888690166,,1.0147991293778988,,0.7621703259601125,1.9871207289467894,True,,0.7469316275397617,,,-0.2526288034177864,,0.7443538594508927,True
DMAT-CRG_UnbalancedFaults_071_FL804_X2R3_P-0.05_Q-0.3_V1.015,Faults,1,-0.10763602881736714,,1.0147279167172896,,0.7704486129743241,1.8139346158920122,True,,0.8209921799267204,,,-0.24427930374296547,,0.7133561511093532,True
DMAT-CRG_UnbalancedFaults_072_FL804_X2R3_P-0.05_Q0.3_V1.015,Faults,1,0.10500259395845436,,1.0151017448326305,,0.7466527296091476,1.7425626068040687,True,,0.6741585028500812,,,-0.26844901522348286,,0.7791610968085355,True
DMAT-CRG_UnbalancedFaults_073p1_FL2680_X2R14_P-1_Q0_V1.015,Faults,1,0.006103866091638329,,1.014562422342016,,0.8628858488090161,1.6710159846949058,True,,0.44327372553356353,,,-0.1516765735329999,,0.44937759162520186,False
