,Name,Fault Type,In-Fault Voltage Phase A (pu),In-Fault Voltage Phase B (pu),In-Fault Voltage Phase C (pu),In-Fault Max Phase Voltage (pu),In-Fault Min Phase Voltage (pu),Post-Fault Voltage Phase A (pu),Post-Fault Voltage Phase B (pu),Post-Fault Voltage Phase C (pu),Post-Fault Max Phase Voltage (pu),Post-Fault Min Phase Voltage (pu),Fault Level
96,CSR_5255_CSRUnbalancedFaults_109_FL3185_X2R11.24_P1_Q0_V1.06,PhPh,0.5321745285780589,0.5317276000446324,1.063900036069224,1.063900036069224,1.063900036069224,1.086722016099042,1.08274528245948,1.0694283517028025,1.086722016099042,1.0694283517028025,3185.0
97,CSR_5255_CSRUnbalancedFaults_110_FL3185_X2R11.24_P1_Q-1_V1.06,PhPh,0.5397839368553732,0.5393196867750519,1.0791014200405946,1.0791014200405946,1.0791014200405946,1.1021284229391224,1.0975900110384749,1.079121572833589,1.1021284229391224,1.079121572833589,3185.0
98,CSR_5255_CSRUnbalancedFaults_111_FL3185_X2R11.24_P1_Q1_V1.06,PhPh,0.5232521340704899,0.5228205555144342,1.0460706902908166,1.0460706902908166,1.0460706902908166,1.0687665396852555,1.0665029055393729,1.064771557248898,1.0687665396852555,1.064771557248898,3185.0
99,CSR_5255_CSRUnbalancedFaults_112_FL3185_X2R11.24_P0.05_Q0_V1.06,PhPh,0.5313496635952567,0.5308999442446395,1.0622474925518766,1.0622474925518766,1.0622474925518766,1.0839072884212348,1.0799247743449012,1.062324105502647,1.0839072884212348,1.062324105502647,3185.0
100,CSR_5255_CSRUnbalancedFaults_113_FL3185_X2R11.24_P0.05_Q-1_V1.06,PhPh,0.5384356994185979,0.5379687083076351,1.076402180029395,1.076402180029395,1.076402180029395,1.0994019986679735,1.093528175283251,1.0764191869626047,1.0994019986679735,1.0764191869626047,3185.0
101,CSR_5255_CSRUnbalancedFaults_114_FL3185_X2R11.24_P0.05_Q1_V1.06,PhPh,0.5229621926492649,0.5225287397091624,1.0454889182891665,1.0454889182891665,1.0454889182891665,1.0685111671658072,1.066484892844566,1.0599697706213698,1.0685111671658072,1.0599697706213698,3185.0
102,CSR_5255_CSRUnbalancedFaults_115_FL3185_X2R11.24_P-1_Q0_V1.06,PhPh,0.5377066389513481,0.5372530299988183,1.074957539821435,1.074957539821435,1.074957539821435,1.0955011255235894,1.0914828713116052,1.0761722432118106,1.0955011255235894,1.0761722432118106,3185.0
103,CSR_5255_CSRUnbalancedFaults_116_FL3185_X2R11.24_P-1_Q-1_V1.06,PhPh,0.5446474221074152,0.5441775841726346,1.0888227717951675,1.0888227717951675,1.0888227717951675,1.1105672956167076,1.103544124429998,1.0888400479275326,1.1105672956167076,1.0888400479275326,3185.0
104,CSR_5255_CSRUnbalancedFaults_117_FL3185_X2R11.24_P-1_Q1_V1.06,PhPh,0.5293393634215632,0.5289018284420108,1.0582391623580074,1.0582391623580074,1.0582391623580074,1.0809381204058395,1.078919456851207,1.074991410510584,1.0809381204058395,1.074991410510584,3185.0
105,CSR_5255_CSRUnbalancedFaults_118_FL3185_X2R11.24_P-0.05_Q0_V1.06,PhPh,0.5316067888838212,0.5311567809054334,1.0627614529115128,1.0627614529115128,1.0627614529115128,1.0842545737775071,1.0799103369662484,1.0628379834936093,1.0842545737775071,1.0628379834936093,3185.0
106,CSR_5255_CSRUnbalancedFaults_119_FL3185_X2R11.24_P-0.05_Q-1_V1.06,PhPh,0.5386924805467987,0.5382251740068023,1.0769154250795223,1.0769154250795223,1.0769154250795223,1.0999743521255443,1.093736869534238,1.0769329189385721,1.0999743521255443,1.0769329189385721,3185.0
107,CSR_5255_CSRUnbalancedFaults_120_FL3185_X2R11.24_P-0.05_Q1_V1.06,PhPh,0.5232862947628122,0.5228524993066853,1.0461367781896618,1.0461367781896618,1.0461367781896618,1.0689094650331619,1.067091742623225,1.0599478244146376,1.0689094650331619,1.0599478244146376,3185.0
108,CSR_5255_CSRUnbalancedFaults_133_FL3185_X2R11.24_P1_Q0_V1.06,PhPh,0.5321775883039238,0.5317306374254032,1.0639061328663773,1.0639061328663773,1.0639061328663773,1.0865979161838815,1.0826391459420721,1.069692741143924,1.0865979161838815,1.069692741143924,3185.0
109,CSR_5255_CSRUnbalancedFaults_134_FL3185_X2R11.24_P1_Q-1_V1.06,PhPh,0.5397834819478259,0.5393192264760157,1.0791005046702231,1.0791005046702231,1.0791005046702231,1.102076846396269,1.0975707632395721,1.079121519214789,1.102076846396269,1.079121519214789,3185.0
110,CSR_5255_CSRUnbalancedFaults_135_FL3185_X2R11.24_P1_Q1_V1.06,PhPh,0.5232663759617503,0.5228347263269589,1.0460991023559052,1.0460991023559052,1.0460991023559052,1.0686385222187016,1.069123591378949,1.0682944873786917,1.069123591378949,1.0682944873786917,3185.0
111,CSR_5255_CSRUnbalancedFaults_136_FL3185_X2R11.24_P0.05_Q0_V1.06,PhPh,0.5313498491306652,0.530900107235521,1.0622478408752414,1.0622478408752414,1.0622478408752414,1.0837180727338047,1.0797396277244127,1.062322833415721,1.0837180727338047,1.062322833415721,3185.0
112,CSR_5255_CSRUnbalancedFaults_137_FL3185_X2R11.24_P0.05_Q-1_V1.06,PhPh,0.5384342319131887,0.5379672294854182,1.0763992335956254,1.0763992335956254,1.0763992335956254,1.0994260326641623,1.0935634122203797,1.076416811268191,1.0994260326641623,1.076416811268191,3185.0
113,CSR_5255_CSRUnbalancedFaults_138_FL3185_X2R11.24_P0.05_Q1_V1.06,PhPh,0.5229669875889682,0.5225334960674541,1.0454984692904705,1.0454984692904705,1.0454984692904705,1.068384061084341,1.0663685088580603,1.0599398218675886,1.068384061084341,1.0599398218675886,3185.0
114,CSR_5255_CSRUnbalancedFaults_139_FL3185_X2R11.24_P-1_Q0_V1.06,PhPh,0.5377049093294567,0.5372512873191444,1.0749540675413325,1.0749540675413325,1.0749540675413325,1.0953706327154946,1.0913355597740677,1.0761887971755209,1.0953706327154946,1.0761887971755209,3185.0
115,CSR_5255_CSRUnbalancedFaults_140_FL3185_X2R11.24_P-1_Q-1_V1.06,PhPh,0.5446482734731621,0.5441784367853807,1.088824475900619,1.088824475900619,1.088824475900619,1.110434983519882,1.1034058960434927,1.0888399379902736,1.110434983519882,1.0888399379902736,3185.0
116,CSR_5255_CSRUnbalancedFaults_141_FL3185_X2R11.24_P-1_Q1_V1.06,PhPh,0.5293393634215632,0.5289018284420108,1.0582391623580074,1.0582391623580074,1.0582391623580074,1.0809381204058395,1.078919456851207,1.074991410510584,1.0809381204058395,1.074991410510584,3185.0
117,CSR_5255_CSRUnbalancedFaults_142_FL3185_X2R11.24_P-0.05_Q0_V1.06,PhPh,0.5316067888838212,0.5311567809054334,1.0627614529115128,1.0627614529115128,1.0627614529115128,1.0842545737775071,1.0799103369662484,1.0628379834936093,1.0842545737775071,1.0628379834936093,3185.0
118,CSR_5255_CSRUnbalancedFaults_143_FL3185_X2R11.24_P-0.05_Q-1_V1.06,PhPh,0.5386924805467987,0.5382251740068023,1.0769154250795223,1.0769154250795223,1.0769154250795223,1.0999743521255443,1.093736869534238,1.0769329189385721,1.0999743521255443,1.0769329189385721,3185.0
119,CSR_5255_CSRUnbalancedFaults_144_FL3185_X2R11.24_P-0.05_Q1_V1.06,PhPh,0.5232862947628122,0.5228524993066853,1.0461367781896618,1.0461367781896618,1.0461367781896618,1.0689094650331619,1.067091742623225,1.0599478244146376,1.0689094650331619,1.0599478244146376,3185.0
